text,label,words
股市在线：6月28日股市早班车,2,股市 在线 ： 6 月 28 日 股市 早班车
收藏市场冷淡开市 生意下降四成,0,收藏 市场 冷淡 开市   生意 下降 四成
花旗上调Finish Line评级至买入,2,花旗 上调 Finish   Line 评级 至 买入
人大常委会审议水土保持法等法律草案,6,人大常委会 审议 水土保持 法等 法律 草案
詹姆斯背后两大护法竟勾心斗角 皇帝的未来究竟在何方,7,詹姆斯 背后 两大 护法 竟 勾心斗角   皇帝 的 未来 究竟 在 何方
少数派王学兵：暗藏在角落的发光体(图),9,少数派 王 学兵 ： 暗藏 在 角落 的 发光体 ( 图 )
FBI称失踪美国人可能被训练成恐怖分子,6,FBI 称 失踪 美国 人 可能 被 训练 成 恐怖分子
李好跳槽后首度开腔 畅谈新节目自信满满,9,李好 跳槽 后 首度 开腔   畅谈 新 节目 自信 满满
基金下调双汇股票估值10%,0,基金 下调 双汇 股票 估值 10%
3G手机流量：不可不知的秘密,4,3G 手机 流量 ： 不可 不知 的 秘密
曼联失意之人去右路成转折？ 比当年贝克汉姆还差太远,7,曼联 失意 之人 去 右路 成 转折 ？   比 当年 贝克汉姆 还 差太远
友诚大涨12% 英股高收1.8%,2,友诚 大涨 12%   英股 高收 1.8%
北京高考条形码考前15分钟发 需粘到答题卡上,3,北京 高考 条形码 考前 15 分钟 发   需粘到 答题卡 上
守望掌上明珠《西游Online》,8,守望 掌上明珠 《 西游 Online 》
《大长今》电影版年底开拍 完成30%的选角工作,9,《 大长 今 》 电影版 年底 开拍   完成 30% 的 选角 工作
探亲少年风雨夜被司机抛弃高速公路,5,探亲 少年 风雨 夜 被 司机 抛弃 高速公路
全球香氛齐聚玲珑山 迷人秋色助兴周末热销(组图),1,全球 香氛 齐聚 玲珑 山   迷人 秋色 助兴 周末 热销 ( 组图 )
解职员工向电脑公司索赔2.56亿美元,4,解职 员工 向 电脑公司 索赔 2.56 亿美元
廊坊上城雅园89平起2-3居在售6500元全款95折,1,廊坊 上城 雅园 89 平起 2 - 3 居在售 6500 元 全款 95 折
《玩大的》：6万元拍出上千万点击率,8,《 玩大 的 》 ： 6 万元 拍出 上 千万 点击率
时评：二套房贷款政策本就不该放松,1,时评 ： 二 套房 贷款 政策 本 就 不该 放松
女演员孙菲菲剧组被壮汉殴打 网友质疑炒作,9,女演员 孙菲菲 剧组 被 壮汉 殴打   网友 质疑 炒作
罗志祥自曝偏爱刘海妹 被指难忘Selina(组图),9,罗志祥 自 曝 偏爱 刘海 妹   被 指 难忘 Selina ( 组图 )
民警驾车撞人推行600米案开庭审理,5,民警 驾车 撞 人 推行 600 米案 开庭审理
点击高职特色专业 电子商务专业毕业生供不应求,3,点击 高职 特色 专业   电子商务 专业 毕业生 供不应求
盘点《创世神曲》五大杯具炮灰(下篇),8,盘点 《 创世神 曲 》 五大 杯具 炮灰 ( 下篇 )
墨西哥湾14座钻井平台上工人因为飓风疏散,6,墨西哥湾 14 座 钻井 平台 上 工人 因为 飓风 疏散
5旬男子企图强奸4岁女童未能得逞,5,5 旬 男子 企图 强奸 4 岁 女童 未能得逞
英机构评各国和平指数 中国列第74日本第7,6,英 机构 评 各国 和平 指数   中国 列 第 74 日本 第 7
世博最重金条：每根33公斤售价3280万人民币,0,世博 最重 金条 ： 每根 33 公斤 售价 3280 万 人民币
Gartner下调今明两年全球PC出货量增速预期,4,Gartner 下调 今明两年 全球 PC 出货量 增速 预期
公房暗地出售未公示 承租户称墙被砸才知房被卖,5,公房 暗地 出售 未 公示   承租 户称 墙 被 砸 才 知房 被 卖
女子空中技巧决赛 李妮娜领中国四将出战,7,女子 空中 技巧 决赛   李妮娜 领 中国 四将 出战
通州枫景园板楼住宅预计2010年开盘销售(图）,1,通州 枫 景园 板楼 住宅 预计 2010 年 开盘 销售 ( 图 ）
沪深两市早盘收涨逾3.8%,2,沪 深 两市 早盘 收涨 逾 3.8%
联想ThinkPad“出彩” 6款新机海外发布,4,联想 ThinkPad “ 出彩 ”   6 款 新机 海外 发布
服装板块盘中拉升 雅戈尔涨势居前,2,服装 板块 盘中 拉升   雅戈尔 涨势 居前
QQ音速五一大扫除永久珍珠曲奇等你拿,8,QQ 音速 五一 大扫除 永久 珍珠 曲奇 等你拿
男子怀疑妻子出轨非法拘禁他人,5,男子 怀疑 妻子 出轨 非法拘禁 他人
厄瓜多尔要求引渡哥伦比亚当选总统桑托斯,6,厄瓜多尔 要求 引渡 哥伦比亚 当选 总统 桑托斯
江丙坤称两岸关系会慢慢恢复正常,6,江丙坤 称 两岸关系 会 慢慢 恢复正常
永定河孔雀城联排别墅180万起12月19日排号(图),1,永定河 孔雀 城联排 别墅 180 万起 12 月 19 日 排号 ( 图 )
知情人士称银行税不会纳入第二轮希腊援助计划,2,知情 人士 称 银行 税 不会 纳入 第二轮 希腊 援助 计划
4号线7克拉年末推26平起小户型新房总价60万起,1,4 号线 7 克拉 年末 推 26 平起 小户型 新房 总价 60 万起
叶问弟子殴女友被判入狱 难再开班授徒,9,叶问 弟子 殴 女友 被判 入狱   难 再 开班 授徒
老板消毒柜全效净界ZTD105C-808降400,4,老板 消毒柜 全效 净界 ZTD105C - 808 降 400
全国重点文保单位无消防通道 消防员跑步救援,5,全国 重点 文保 单位 无 消防通道   消防员 跑步 救援
上海出现高仿茅台酒 源头来自茅台镇小作坊,5,上海 出现 高仿 茅台酒   源头 来自 茅台镇 小作坊
李冰冰全智贤合写女书 因档期无缘《赵氏孤儿》,9,李冰冰 全智贤 合写 女书   因 档期 无缘 《 赵氏 孤儿 》
一季度基金巨亏359亿元 二季度看好消费股,0,一季度 基金 巨亏 359 亿元   二季度 看好 消费 股
大盘加速下挫 沪指考验3200点,2,大盘 加速 下挫   沪 指 考验 3200 点
图文-中信银行业巡赛配对赛 彭婕一组,7,图文 - 中信银行 业 巡赛 配对 赛   彭婕 一组
2010年高考理科数学试题及答案(陕西卷),3,2010 年 高考 理科 数学试题 及 答案 ( 陕西 卷 )
《春天》剧组：爆炸事故由操作失误造成,9,《 春天 》 剧组 ： 爆炸 事故 由 操作失误 造成
巴西大部分遭遇停电地区目前已恢复供电,6,巴西 大部分 遭遇 停电 地区 目前 已 恢复 供电
JW新歌MV黎明客串支持 获乐基儿指导舞技,9,JW 新歌 MV 黎明 客串 支持   获 乐基儿 指导 舞技
全高清视频拍摄 佳能悍机SX1IS开箱详解,4,全高清 视频 拍摄   佳能 悍机 SX1IS 开箱 详解
中国人民大学通州分部选址启动,3,中国人民大学 通州 分部 选址 启动
保险也是一种投资,0,保险 也 是 一种 投资
业绩会实录：机构质疑万科竞争优势丧失殆尽,1,业绩 会 实录 ： 机构 质疑 万科 竞争 优势 丧失殆尽
陈绮贞：不愿被称女王 只为自己的想法唱歌(图),9,陈绮贞 ： 不愿 被 称 女王   只 为 自己 的 想法 唱歌 ( 图 )
大兴旧宫润枫锦尚87-130平2-3居均价17000,1,大兴 旧宫 润枫 锦尚 87 - 130 平 2 - 3 居 均价 17000
德国逮捕9名互联网儿童色情犯罪嫌疑人,6,德国 逮捕 9 名 互联网 儿童 色情 犯罪 嫌疑人
爆乳摇臀 邪恶新作《闪乱神乐》前瞻,8,爆乳摇 臀   邪恶 新作 《 闪 乱神 乐 》 前瞻
郭子威：下半年房价涨幅不会太大,1,郭子威 ： 下半年 房价 涨幅 不会 太 大
《御龙在天》大刀阔斧增改场景N处,8,《 御龙 在 天 》 大刀阔斧 增改 场景 N 处
机械设备：调控无碍工程机械增长 具估值优势,2,机械设备 ： 调控 无碍 工程机械 增长   具 估值 优势
阿Sa：难忘激吻刘德华 艳照门首次感受人情冷暖,9,阿 Sa ： 难忘 激吻 刘德华   艳照 门 首次 感受 人情冷暖
驾驭白色恶魔《SD高达》展开最后一击,8,驾驭 白色 恶魔 《 SD 高达 》 展开 最后 一击
《诛神online》全新绚丽坐骑抢先看,8,《 诛神 online 》 全新 绚丽 坐骑 抢先 看
白马跌0.96% 盈警拖累,2,白马 跌 0.96%   盈警 拖累
已逝韩星安在焕姐姐怒斥弟妹：是你让他腐烂,9,已逝 韩星安在焕 姐姐 怒斥 弟妹 ： 是 你 让 他 腐烂
英超-小豌豆造点球鲁尼破门 曼联1-1提前夺第19冠,7,英超 - 小 豌豆 造 点球 鲁尼 破门   曼联 1 - 1 提前 夺 第 19 冠
购二手房办公积金按揭需对二手房产作抵押评估,1,购 二手房 办 公积金 按揭 需对 二手房 产作 抵押 评估
1000亿市值亚马逊：围猎沃尔玛的四把手枪,4,1000 亿 市值 亚马逊 ： 围猎 沃尔玛 的 四 把 手枪
张柏芝爆Lucas见口罩认妈 目标要生三男一女,9,张柏芝 爆 Lucas 见 口罩 认妈   目标 要 生三男 一女
万家乐燃气热水器JSQ18-10U6报价2900,4,万家乐 燃气 热水器 JSQ18 - 10U6 报价 2900
顺义东亚首航国际推40-80平米功能性空间(图),1,顺义 东亚 首航 国际 推 40 - 80 平米 功能性 空间 ( 图 )
2009年教育部16个职位拟招25名公务员,3,2009 年 教育部 16 个 职位 拟招 25 名 公务员
广发专户受困合同陷阱 封树标落跑持有人傻眼,0,广发 专户 受困 合同 陷阱   封树 标落 跑 持有人 傻眼
前有劲敌后有追兵 周五将面临巨大考验,2,前有 劲敌 后 有 追兵   周五 将 面临 巨大 考验
华讯财经：如期调整 做两手准备,2,华讯 财经 ： 如期 调整   做 两手 准备
赶集网人事调整：三月内两副总离职,4,赶集网 人事 调整 ： 三月 内 两 副总 离职
北大校长写歌学生合唱引热议(图),5,北大 校长 写歌 学生 合唱 引热议 ( 图 )
刘谦PK Wonder Girls：谁是芭莎慈善夜人气王,9,刘谦 PK   Wonder   Girls ： 谁 是 芭莎 慈善 夜 人气 王
2009年大豆市场在多空交织中彷徨,0,2009 年 大豆 市场 在 多空 交织 中 彷徨
印尼东努沙登加拉省山洪造成16人死亡,6,印尼 东 努沙登加拉 省 山洪 造成 16 人 死亡
细数银行QDII产品五宗罪,0,细数 银行 QDII 产品 五宗 罪
嘉宾访谈：HND教会学生一种学习方法(图),3,嘉宾 访谈 ： HND 教会 学生 一种 学习 方法 ( 图 )
阿里巴巴全年净利润增长95%,4,阿里巴巴 全年 净利润 增长 95%
台军数十名官兵集体报名当男公关被骗,5,台军 数十名 官兵 集体 报名 当 男公关 被 骗
大兴保利茉莉公馆春节后待推新房源,1,大兴 保利 茉莉 公馆 春节 后待 推新 房源
传信产部并入“工业信息部”,4,传 信产部 并入 “ 工业 信息部 ”
阿里巴巴高层人事地震 股价昨暴跌8.6%,2,阿里巴巴 高层 人事 地震   股价 昨 暴跌 8.6%
综述：美元大涨 美股放量下跌,2,综述 ： 美元 大涨   美股 放量 下跌
太阳积习难改遭19分逆转 艾弗森16分76人一分惜负,7,太阳 积习难改 遭 19 分 逆转   艾弗森 16 分 76 人 一分 惜负
易建联11分2板双枪齐哑火 篮网惨遭雄鹿血洗5连败,7,易建联 11 分 2 板 双枪 齐 哑火   篮网 惨遭 雄鹿 血洗 5 连败
诡异一败江苏终突破耻辱底线 最后家底这样被输光,7,诡异 一败 江苏 终 突破 耻辱 底线   最后 家底 这样 被 输光
KeyCorp副董事长离职加入AIG,2,KeyCorp 副董事长 离职 加入 AIG
大S加盟高晓松《大武生》剧组 婚期仍在协商中,9,大S 加盟 高晓松 《 大 武生 》 剧组   婚期 仍 在 协商 中
河北纳帕溪墅独栋均价13500开盘签约享受95折,1,河北 纳帕溪墅 独栋 均价 13500 开盘 签约 享受 95 折
快讯：沪指逼近2300 深成指再创新低,2,快讯 ： 沪 指 逼近 2300   深成指 再 创新 低
GC10：《喋血街头3》暴力游戏视频,8,GC10 ： 《 喋血 街头 3 》 暴力 游戏 视频
玉米深加工每吨获150元补贴 中粮系受益最大,0,玉米 深加工 每吨 获 150 元 补贴   中粮 系 受益 最大
剑侠世界9月家族赛有奖 两种参与方式,8,剑侠 世界 9 月 家族 赛 有奖   两种 参与 方式
安切洛蒂点出AC米兰失常原因：穆里尼奥喜欢挑拨这手,7,安切洛蒂 点出 AC 米兰 失常 原因 ： 穆里尼奥 喜欢 挑拨 这手
赵鸿飞起诉《知音》杂志 索赔百万被骂,9,赵鸿飞 起诉 《 知音 》 杂志   索赔 百万 被 骂
《天域OL》攻灵怪穴 闯关秘籍,8,《 天域 OL 》 攻 灵怪 穴   闯关 秘籍
61岁退休女工变卖房产救助流浪狗(组图),5,61 岁 退休 女工 变卖 房产 救助 流浪狗 ( 组图 )
多人交警队前摆摊收钱称可摆平交通肇事,5,多人 交警队 前 摆摊 收钱 称 可 摆平 交通肇事
新剑网3金秋充值大促销活动即将结束,8,新剑网 3 金秋 充值 大 促销 活动 即将 结束
《大宋豪侠》高级别五级极品宠物展示,8,《 大宋 豪侠 》 高级别 五级 极品 宠物 展示
男模被控性侵17岁少女并强拍裸照,5,男模 被控 性侵 17 岁 少女 并 强拍 裸照
男子编造警察打人谣言煽动民众冲击派出所,5,男子 编造 警察 打人 谣言 煽动 民众 冲击 派出所
陈坤的重庆式嚣张：同龄演员没人比我心智成熟,9,陈坤 的 重庆 式 嚣张 ： 同龄 演员 没人 比 我 心智 成熟
秦岚热心助学公益 获爱心大使称号(组图),9,秦岚 热心 助学 公益   获 爱心 大使 称号 ( 组图 )
福建高招未录取考生还有专科补录机会,3,福建 高招 未 录取 考生 还有 专科 补录 机会
星际2终身版并非通用 全买等同5年月卡,8,星际 2 终身 版 并非 通用   全买 等同 5 年 月 卡
马丁加盟恐将小布打回原形 姚明复出将令火箭降速,7,马丁 加盟 恐将 小布 打回 原形   姚明 复出 将令 火箭 降速
怒放上海站开票首日劲收60万 票房远超北京(图),9,怒放 上海站 开票 首日 劲收 60 万   票房 远超 北京 ( 图 )
信达澳银中小盘基金募集期延长至11月27日,0,信达 澳银中 小盘 基金 募集 期 延长 至 11 月 27 日
土耳其总理考虑访问加沙引关注,6,土耳其 总理 考虑 访问 加沙 引 关注
巨人反思作将推首部非付费玩家资料片,8,巨人 反思 作将 推 首部 非 付费 玩家 资料片
花旗分析师：未来几年金价将升至2000美元,0,花旗 分析师 ： 未来 几年 金价 将 升至 2000 美元
亨泰莱吴越：留学作为投资 专业选择要合理(图),3,亨泰莱 吴越 ： 留学 作为 投资   专业 选择 要 合理 ( 图 )
梦想成真：美女海归也有“空姐梦”(组图),3,梦想成真 ： 美女 海归 也 有 “ 空姐 梦 ” ( 组图 )
泰国洪灾向南扩大已致104人死亡,6,泰国 洪灾 向南 扩大 已致 104 人 死亡
海龙鼎好商户遭讨保护费 当事方称属商业合作,4,海龙 鼎好 商户 遭讨 保护费   当事方 称属 商业 合作
村民酒后行凶致7死13伤 警方接到报警并未重视,5,村民 酒后 行凶 致 7 死 13 伤   警方 接到 报警 并未 重视
韩成人舞蹈网游Mstar27日预备公测,8,韩 成人 舞蹈 网游 Mstar27 日 预备 公测
黑网吧为躲避监管改名为电子阅览室(图),5,黑 网吧 为 躲避 监管 改名 为 电子 阅览室 ( 图 )
媒体称部分基地组织分支力量超越原基地组织,6,媒体 称 部分 基地 组织 分支 力量 超越 原 基地 组织
去年硅谷高科技业从业人员比7年前减少17%,4,去年 硅谷 高科技 业 从业人员 比 7 年前 减少 17%
网游《寻仙》七月新版本神龙现世亮相,8,网游 《 寻仙 》 七月 新 版本 神龙 现世 亮相
瑞银上调Spirit Aerosystems评级至买入,2,瑞银 上调 Spirit   Aerosystems 评级 至 买入
《宝贝国度II》公会决战勇士称霸,8,《 宝贝 国度 II 》 公会 决战 勇士 称霸
占领华尔街活动示威者突遭清场誓言卷土重来,6,占领 华尔街 活动 示威者 突遭 清场 誓言 卷土重来
伦敦股市25日由于技术原因延迟开盘,2,伦敦 股市 25 日 由于 技术 原因 延迟 开盘
股市回暖令基金本周净值整体上升,0,股市 回暖 令 基金 本周 净值 整体 上升
郝蕾：我比白毛女惨 骂河南人是中了圈套,9,郝蕾 ： 我 比 白毛女 惨   骂 河南人 是 中 了 圈套
